N,P,K,temperature,humidity,pH,rainfall,crop,variety
149.42,49.45,116.31,27.66,74.46,7.29,183.75,Turmeric(raw),Other
112.79,40.18,93.95,19.53,66.7,6.25,96.89,Orange,Orange
76.55,29.96,113.82,25.21,70.09,5.86,235.23,Coconut,Coconut
82.01,42.73,48.37,22.01,68.57,6.04,78.23,Mustard,Mustard
111.88,45.45,48.93,16.51,68.04,7.01,80.28,Wheat,Local
134.31,54.96,105.78,19.05,61.81,6.94,129.42,Orange,Orange
127.6,59.16,60.69,18.1,64.92,6.02,66.29,Cauliflower,Cauliflower
120.25,65.22,64.81,15.6,67.44,6.82,84.07,Cabbage,Cabbage
98.59,47.94,42.05,22.27,78.9,6.44,198.63,Rice,Common
149.04,52.79,67.08,18.54,65.43,7.31,62.57,Cauliflower,Cauliflower
61.01,40.93,48.59,21.98,77.19,5.99,187.65,Paddy(Basmati),Basmati
104.72,40.36,49.71,25.25,70.49,6.25,105.62,Brinjal,Brinjal
173.86,73.75,229.42,30.52,77.08,6.68,187.09,Banana,Other
27.6,54.29,34.39,20.97,56.46,7.98,75.74,Bengal Gram(Gram)(Whole),Desi (Whole)
93.78,43.95,101.04,20.76,72.17,6.43,152.75,Ginger(Green),Green Ginger
88.64,47.17,57.74,20.13,52.44,7.83,61.32,Wheat,Local
60.0,47.11,73.23,17.72,62.92,6.03,67.87,Grapes,Other
110.63,50.88,49.58,29.51,50.51,7.1,80.6,Green Chilli,Green Chilly
33.52,54.47,27.63,22.51,68.89,6.3,62.78,Arhar Dal(Tur Dal),Arhar Dal(Tur)
56.43,20.68,39.66,21.65,69.93,6.86,59.57,Coriander(Leaves),Coriander
129.58,58.56,94.66,23.07,60.06,6.32,115.77,Orange,Orange
97.4,56.91,58.5,17.45,57.36,6.71,72.54,Garlic,Garlic
89.3,56.32,58.87,15.3,51.59,7.09,80.72,Wheat,Local
57.11,34.21,33.68,33.24,52.74,7.71,42.41,Bajra(Pearl Millet/Cumbu),Hybrid
41.5,39.06,94.9,30.28,74.81,5.62,234.81,Coconut,Coconut
68.53,39.52,46.88,25.47,68.47,6.41,58.28,Bhindi(Ladies Finger),Bhindi
91.55,40.95,115.28,32.18,72.14,6.91,139.11,Mango(Raw-Ripe),Other
95.36,43.21,50.02,22.56,69.62,6.91,69.87,Brinjal,Brinjal
74.66,41.83,49.25,18.93,57.01,6.75,58.13,Garlic,Garlic
83.12,41.55,105.79,21.59,78.01,6.47,190.1,Ginger(Green),Green Ginger
83.45,47.98,53.24,29.21,73.67,6.21,73.82,Brinjal,Brinjal
79.35,43.1,35.26,16.88,58.47,6.08,67.83,Mustard,Mustard
98.35,44.28,109.89,32.41,69.79,7.19,126.28,Mango(Raw-Ripe),Other
51.68,26.7,34.03,32.54,52.62,6.71,38.69,Bajra(Pearl Millet/Cumbu),Hybrid
83.99,42.33,58.29,17.23,65.42,6.38,81.21,Wheat,Local
29.78,51.96,38.58,25.6,67.72,6.13,92.74,Arhar Dal(Tur Dal),Arhar Dal(Tur)
110.99,59.86,87.57,29.11,65.61,6.83,148.2,Mango(Raw-Ripe),Other
23.68,41.12,42.44,29.05,50.47,6.27,84.51,Groundnut,Local
76.56,31.5,28.35,25.19,53.71,6.65,76.03,Bajra(Pearl Millet/Cumbu),Hybrid
83.02,44.44,41.33,23.06,53.13,6.75,53.21,Pumpkin,Pumpkin
101.18,54.97,41.88,29.85,83.74,6.54,224.53,Rice,Common
205.37,111.71,216.21,33.21,64.88,7.32,133.89,Papaya,Papaya
97.23,52.08,52.36,25.15,74.0,6.32,118.72,Brinjal,Brinjal
77.6,46.63,42.66,20.68,76.25,6.57,113.3,Paddy(Basmati),Basmati
96.0,34.47,37.53,26.7,65.79,7.33,59.83,Bhindi(Ladies Finger),Bhindi
97.13,45.42,114.15,27.17,62.43,6.12,122.15,Mango(Raw-Ripe),Other
104.29,48.95,105.44,27.62,69.56,6.03,132.31,Ginger(Green),Green Ginger
95.91,48.37,44.82,22.37,73.43,6.75,108.98,Brinjal,Brinjal
133.74,117.68,106.79,19.17,69.84,6.26,86.97,Potato,Potato
225.97,69.34,91.22,32.12,69.76,7.89,152.63,Sugarcane,Other
37.11,69.73,48.89,23.11,61.4,6.04,91.52,Soyabean,Local
47.25,35.91,103.22,31.24,85.26,5.85,190.34,Coconut,Coconut
70.81,36.48,32.8,32.85,56.24,6.42,78.57,Bajra(Pearl Millet/Cumbu),Hybrid
105.82,40.32,114.94,20.55,66.55,6.43,146.33,Turmeric(raw),Other
73.54,41.78,43.24,21.81,65.97,6.33,55.13,Pumpkin,Pumpkin
123.38,52.78,108.71,26.15,69.34,6.69,94.94,Orange,Orange
91.48,58.92,59.23,27.87,67.52,7.48,94.23,Pumpkin,Pumpkin
142.06,51.44,64.5,16.98,79.55,7.05,97.27,Cabbage,Cabbage
130.64,50.95,64.1,15.85,76.87,7.02,74.32,Cauliflower,Cauliflower
105.13,48.26,85.2,20.09,79.97,7.31,93.16,Orange,Orange
65.4,23.89,97.06,16.87,70.7,5.84,102.17,Apple,Apple
54.6,20.68,35.94,20.48,59.74,6.55,67.66,Coriander(Leaves),Coriander
133.49,61.03,57.81,24.91,69.18,6.15,83.62,Maize,Hybrid/Local
94.46,42.25,40.24,20.13,68.21,6.64,54.31,Pumpkin,Pumpkin
185.87,77.69,251.36,28.76,82.69,6.87,158.79,Banana,Other
134.22,67.44,64.04,16.46,68.24,6.28,63.39,Cabbage,Cabbage
192.04,127.56,238.19,32.79,67.74,7.36,101.59,Papaya,Papaya
117.58,44.28,49.21,23.93,54.85,6.69,81.13,Wheat,Local
94.21,31.18,40.53,24.51,68.6,5.69,183.5,Paddy(Basmati),Basmati
46.95,33.16,86.44,34.3,74.13,7.65,166.17,Coconut,Coconut
211.19,113.2,244.18,32.09,77.6,6.5,199.06,Papaya,Papaya
111.93,49.6,58.45,24.7,60.21,6.73,62.42,Brinjal,Brinjal
82.36,55.95,56.37,23.69,60.55,7.09,64.63,Onion,Local
19.67,35.62,19.09,25.86,67.48,7.29,50.62,Green Gram Dal(Moong Dal),Green Gram Dal
101.69,42.9,110.27,19.41,69.73,6.59,96.75,Orange,Orange
96.9,56.24,57.37,16.1,69.24,6.35,54.05,Wheat,Local
93.0,56.41,44.34,21.35,58.36,6.18,80.81,Onion,Local
113.75,53.32,95.98,27.47,65.15,6.07,119.82,Orange,Orange
38.43,43.96,20.16,15.37,50.91,6.5,69.86,Bengal Gram(Gram)(Whole),Desi (Whole)
85.31,55.61,107.14,28.1,77.12,5.59,183.4,Ginger(Green),Green Ginger
139.19,65.96,64.05,25.44,73.08,6.1,100.7,Maize,Hybrid/Local
60.2,36.99,112.64,32.48,72.75,7.69,199.61,Coconut,Coconut
140.25,48.43,56.07,29.62,71.23,7.03,77.18,Cotton,Other
203.83,136.95,179.36,25.53,67.51,6.45,195.0,Papaya,Papaya
71.81,35.3,37.5,33.06,66.14,7.35,55.36,Bhindi(Ladies Finger),Bhindi
148.04,60.81,60.8,17.52,60.26,7.07,84.3,Cabbage,Cabbage
122.82,46.65,47.23,33.9,63.55,7.42,65.75,Cotton,Other
90.9,41.39,42.25,13.48,62.98,7.47,79.62,Garlic,Garlic
211.07,66.81,85.05,27.05,73.94,6.15,178.05,Sugarcane,Other
66.62,34.8,92.43,18.2,75.84,6.34,89.14,Apple,Apple
87.07,59.08,59.69,21.07,58.21,7.23,96.51,Onion,Local
64.69,50.65,52.63,24.68,66.26,7.19,77.95,Garlic,Garlic
84.43,51.63,101.29,20.48,68.82,5.53,140.12,Ginger(Green),Green Ginger
23.86,45.47,29.19,24.86,50.89,7.35,92.42,Arhar Dal(Tur Dal),Arhar Dal(Tur)
53.42,36.45,25.43,17.64,57.83,7.18,79.23,Coriander(Leaves),Coriander
175.58,67.11,80.47,32.28,65.77,7.17,236.38,Sugarcane,Other
66.81,27.18,24.55,27.47,58.8,7.1,35.13,Bajra(Pearl Millet/Cumbu),Hybrid
129.7,53.88,64.27,18.86,61.35,6.1,80.71,Maize,Hybrid/Local
23.5,49.24,17.22,27.92,50.51,7.32,78.77,Green Gram Dal(Moong Dal),Green Gram Dal
217.15,58.72,85.84,28.59,70.72,7.73,236.12,Sugarcane,Other
115.66,49.99,50.8,17.53,63.17,6.69,77.68,Onion,Local
113.39,64.27,52.92,27.65,57.7,7.26,104.28,Maize,Hybrid/Local
18.27,49.66,26.84,27.3,54.61,6.57,52.15,Green Gram Dal(Moong Dal),Green Gram Dal
25.63,53.26,28.25,24.13,50.02,7.34,76.58,Arhar Dal(Tur Dal),Arhar Dal(Tur)
44.62,26.37,35.92,21.35,69.2,6.69,40.77,Coriander(Leaves),Coriander
85.13,50.16,46.68,27.62,62.42,6.66,60.92,Green Chilli,Green Chilly
106.22,59.72,47.65,15.16,52.96,6.75,72.26,Onion,Local
123.13,40.56,84.55,27.8,63.92,5.96,189.66,Turmeric(raw),Other
112.29,43.73,84.19,23.54,64.11,5.96,165.29,Ginger(Green),Green Ginger
143.39,109.97,103.77,15.66,61.94,6.33,65.43,Potato,Potato
24.68,43.86,26.47,28.12,74.73,6.51,40.58,Green Gram Dal(Moong Dal),Green Gram Dal
121.63,58.08,53.57,30.75,64.65,7.25,68.53,Cotton,Other
178.16,101.03,104.86,18.56,69.08,5.48,88.65,Potato,Potato
138.92,63.18,64.18,25.49,75.99,7.41,92.38,Tomato,Tomato
25.24,54.61,35.54,17.05,56.21,7.33,36.04,Bengal Gram(Gram)(Whole),Desi (Whole)
74.14,23.76,106.61,33.13,82.85,5.7,197.44,Coconut,Coconut
127.69,78.68,65.29,23.1,76.18,6.71,123.05,Tomato,Tomato
65.85,28.96,39.12,31.73,47.52,6.7,53.23,Bajra(Pearl Millet/Cumbu),Hybrid
120.34,53.64,68.63,19.34,75.9,6.76,61.01,Cauliflower,Cauliflower
160.05,116.71,116.46,20.48,74.8,5.64,55.87,Potato,Potato
20.9,47.66,23.1,22.96,43.77,6.23,59.55,Bengal Gram(Gram)(Whole),Desi (Whole)
249.86,145.92,224.11,34.66,75.24,7.13,144.25,Papaya,Papaya
77.19,33.57,49.8,28.45,75.29,7.15,53.83,Bhindi(Ladies Finger),Bhindi
133.7,52.19,55.32,21.32,68.19,6.76,80.12,Cabbage,Cabbage
153.52,115.75,80.8,16.94,75.93,5.14,82.71,Potato,Potato
86.14,40.05,59.45,22.99,68.58,7.19,80.63,Green Chilli,Green Chilly
96.31,53.89,113.24,28.6,79.82,5.67,167.88,Ginger(Green),Green Ginger
145.03,50.09,59.77,28.41,57.54,6.44,89.32,Cotton,Other
61.08,30.89,46.48,22.06,54.17,7.69,68.63,Mustard,Mustard
21.31,47.08,23.23,21.03,69.24,6.67,70.71,Arhar Dal(Tur Dal),Arhar Dal(Tur)
78.41,43.39,34.18,20.58,53.89,6.82,55.24,Mustard,Mustard
145.58,48.2,115.46,25.98,66.82,6.34,168.34,Turmeric(raw),Other
88.28,33.91,42.9,24.17,66.04,6.44,61.51,Mustard,Mustard
150.24,42.34,207.95,33.56,88.13,7.45,239.49,Banana,Other
221.34,63.21,107.84,24.74,80.99,7.14,153.2,Sugarcane,Other
47.79,36.1,28.53,21.26,60.36,7.07,61.99,Coriander(Leaves),Coriander
66.63,24.13,86.33,18.89,68.15,6.03,115.1,Apple,Apple
46.54,31.89,30.57,20.77,66.08,6.27,78.62,Coriander(Leaves),Coriander
60.35,59.53,57.04,18.25,67.18,6.31,99.73,Garlic,Garlic
63.47,33.9,27.9,34.17,51.66,6.93,61.59,Bajra(Pearl Millet/Cumbu),Hybrid
95.79,44.0,54.25,30.45,77.37,6.16,203.49,Rice,Common
71.54,31.93,70.23,15.37,63.77,6.1,104.96,Apple,Apple
173.02,107.72,158.47,34.61,68.63,6.26,197.5,Papaya,Papaya
131.57,44.05,54.45,28.47,76.48,7.97,78.06,Cotton,Other
116.26,64.53,54.68,17.51,67.02,6.02,74.8,Cauliflower,Cauliflower
28.69,53.69,31.18,25.03,63.98,6.31,70.21,Soyabean,Local
136.41,67.46,69.36,25.26,60.02,7.39,52.92,Tomato,Tomato
99.15,47.01,44.26,30.13,63.23,6.48,98.1,Bhindi(Ladies Finger),Bhindi
100.16,59.68,101.59,23.47,79.9,6.17,181.47,Ginger(Green),Green Ginger
22.74,45.64,40.53,28.43,69.8,6.09,72.49,Groundnut,Local
194.84,73.38,93.48,22.05,75.78,7.49,172.13,Sugarcane,Other
144.68,63.59,65.58,21.43,73.16,6.93,56.67,Cabbage,Cabbage
146.66,80.34,100.61,15.12,66.75,6.43,87.93,Potato,Potato
92.9,34.14,81.5,21.83,69.94,6.93,63.54,Grapes,Other
119.55,55.22,58.92,24.62,67.68,6.61,70.88,Onion,Local
144.36,55.16,91.35,27.05,65.33,7.06,142.65,Orange,Orange
63.54,43.05,34.96,28.81,72.09,6.08,98.96,Bhindi(Ladies Finger),Bhindi
100.65,51.93,93.38,25.52,78.9,5.87,154.61,Turmeric(raw),Other
151.69,115.58,223.2,27.34,68.48,7.43,164.35,Papaya,Papaya
227.54,69.28,259.44,26.07,92.48,6.85,229.42,Banana,Other
51.67,26.77,116.43,26.11,88.12,7.39,172.91,Coconut,Coconut
111.46,46.34,119.29,20.12,73.2,5.76,143.92,Ginger(Green),Green Ginger
59.62,36.17,66.8,17.0,77.48,6.12,87.7,Apple,Apple
108.08,49.71,96.45,21.68,64.87,7.17,136.99,Turmeric(raw),Other
63.38,32.99,30.76,23.75,66.74,5.69,198.19,Paddy(Basmati),Basmati
95.75,56.08,50.2,29.12,59.47,7.18,81.7,Pumpkin,Pumpkin
23.01,52.51,38.6,23.18,51.63,7.33,88.92,Groundnut,Local
114.87,51.27,103.89,20.96,62.29,6.42,182.57,Ginger(Green),Green Ginger
81.21,51.27,113.12,32.34,45.95,5.51,83.49,Mango(Raw-Ripe),Other
76.9,33.2,45.27,26.06,66.8,6.12,137.93,Paddy(Basmati),Basmati
162.46,75.72,215.95,33.03,88.09,6.39,222.04,Banana,Other
87.47,47.48,48.29,18.58,69.67,7.64,63.7,Mustard,Mustard
103.65,56.05,89.54,27.62,72.96,6.32,161.07,Ginger(Green),Green Ginger
90.74,39.02,39.79,31.75,60.05,7.47,58.35,Bhindi(Ladies Finger),Bhindi
115.74,54.43,43.8,27.54,77.04,5.77,267.84,Rice,Common
111.83,43.47,49.95,21.87,62.73,6.74,72.37,Onion,Local
127.26,51.28,68.07,18.96,61.76,6.09,67.02,Cabbage,Cabbage
72.11,34.04,49.86,22.83,65.97,6.75,49.22,Mustard,Mustard
102.07,57.65,69.92,17.31,61.84,6.24,74.53,Cauliflower,Cauliflower
133.22,58.32,69.74,20.31,64.0,7.02,76.88,Cabbage,Cabbage
94.54,58.97,57.6,21.34,56.28,7.38,69.42,Green Chilli,Green Chilly
144.17,59.42,58.98,15.42,67.33,6.47,82.6,Cabbage,Cabbage
79.66,24.37,86.34,17.1,73.68,5.69,116.51,Apple,Apple
46.51,22.67,62.12,18.98,72.77,5.82,110.59,Apple,Apple
115.52,47.79,46.75,27.95,62.38,6.65,92.54,Brinjal,Brinjal
91.72,48.09,57.32,20.56,64.56,6.15,64.25,Wheat,Local
18.77,32.6,28.2,30.09,66.76,6.02,68.77,Green Gram Dal(Moong Dal),Green Gram Dal
143.15,55.42,53.64,25.97,60.91,7.79,63.72,Cotton,Other
66.29,40.62,33.19,27.66,66.99,6.04,82.66,Bhindi(Ladies Finger),Bhindi
98.06,55.46,46.5,29.68,54.87,7.09,65.38,Pumpkin,Pumpkin
65.7,36.61,37.42,29.81,51.86,7.2,75.64,Bajra(Pearl Millet/Cumbu),Hybrid
17.57,46.19,26.08,28.68,59.65,6.74,64.01,Green Gram Dal(Moong Dal),Green Gram Dal
49.33,24.54,34.15,28.25,44.86,6.07,62.45,Bajra(Pearl Millet/Cumbu),Hybrid
193.88,114.97,231.87,34.08,78.84,6.46,102.13,Papaya,Papaya
26.59,55.36,22.57,29.92,66.87,7.39,68.91,Arhar Dal(Tur Dal),Arhar Dal(Tur)
149.73,66.88,53.22,21.08,75.56,6.89,50.1,Cauliflower,Cauliflower
122.67,65.35,70.7,18.68,65.43,6.91,148.77,Tomato,Tomato
203.1,72.42,96.97,31.38,83.13,7.91,193.59,Sugarcane,Other
96.96,40.14,49.55,23.96,52.54,6.78,88.22,Wheat,Local
123.23,49.15,53.26,32.62,56.28,7.28,89.04,Cotton,Other
193.47,128.54,210.22,33.85,79.68,6.29,187.43,Papaya,Papaya
110.65,48.22,86.57,27.24,79.07,6.74,132.68,Orange,Orange
149.83,102.42,104.62,21.15,68.18,5.78,91.36,Potato,Potato
89.15,56.68,83.72,32.06,55.82,5.74,144.8,Mango(Raw-Ripe),Other
60.97,53.37,48.45,21.2,55.61,7.17,80.52,Pumpkin,Pumpkin
104.12,71.16,68.68,26.32,81.41,6.73,126.57,Tomato,Tomato
108.31,57.05,41.79,23.65,78.96,6.63,68.59,Brinjal,Brinjal
133.89,52.14,45.35,27.51,64.48,7.62,92.6,Cotton,Other
92.64,51.87,103.58,20.02,69.72,6.45,184.34,Ginger(Green),Green Ginger
118.57,49.39,107.1,20.17,79.86,6.13,122.22,Ginger(Green),Green Ginger
15.93,49.73,16.81,33.43,51.09,6.04,59.51,Green Gram Dal(Moong Dal),Green Gram Dal
24.36,58.69,30.18,23.61,51.51,6.39,61.08,Arhar Dal(Tur Dal),Arhar Dal(Tur)
148.85,51.97,84.51,19.28,64.62,6.39,90.78,Orange,Orange
134.35,109.83,112.61,15.09,77.31,6.28,66.56,Potato,Potato
105.22,72.48,74.38,20.0,73.18,6.23,76.18,Tomato,Tomato
106.93,41.11,58.27,28.68,79.9,7.13,61.5,Cotton,Other
34.69,55.65,38.64,24.65,72.09,7.06,88.15,Soyabean,Local
111.1,44.19,117.77,30.92,72.83,6.87,129.38,Mango(Raw-Ripe),Other
32.78,41.47,25.67,23.92,48.87,7.57,57.45,Bengal Gram(Gram)(Whole),Desi (Whole)
119.25,51.81,54.28,23.72,68.66,6.31,75.41,Wheat,Local
110.35,53.68,58.32,22.02,58.04,7.66,80.23,Wheat,Local
96.64,44.15,34.21,26.47,70.67,6.6,143.86,Paddy(Basmati),Basmati
114.31,56.25,58.6,33.75,73.59,7.04,94.89,Cotton,Other
30.4,59.29,29.24,26.2,69.46,6.74,92.84,Arhar Dal(Tur Dal),Arhar Dal(Tur)
28.16,55.7,24.93,21.46,62.53,6.61,65.03,Arhar Dal(Tur Dal),Arhar Dal(Tur)
129.76,52.5,102.59,28.41,67.54,5.64,152.39,Turmeric(raw),Other
117.29,51.06,69.37,22.99,55.27,6.38,107.99,Maize,Hybrid/Local
132.1,100.08,88.62,16.11,65.49,5.67,72.85,Potato,Potato
129.03,50.07,90.11,16.72,65.54,6.42,103.89,Orange,Orange
49.39,29.94,115.68,33.11,77.02,5.59,217.98,Coconut,Coconut
100.62,48.27,50.86,17.45,56.14,7.16,66.74,Onion,Local
78.52,22.07,26.35,30.6,54.09,7.97,50.93,Bajra(Pearl Millet/Cumbu),Hybrid
79.48,47.34,40.9,27.06,68.11,6.82,78.92,Pumpkin,Pumpkin
148.36,56.03,84.15,23.43,63.47,6.31,144.76,Orange,Orange
21.6,43.29,29.14,27.94,62.04,7.38,73.0,Green Gram Dal(Moong Dal),Green Gram Dal
23.52,48.34,38.79,20.68,56.66,7.38,66.41,Bengal Gram(Gram)(Whole),Desi (Whole)
102.09,44.85,96.46,27.07,60.48,6.74,148.62,Mango(Raw-Ripe),Other
130.57,59.27,68.06,19.92,61.75,6.36,51.54,Cauliflower,Cauliflower
22.17,56.92,20.39,20.64,52.42,7.31,61.74,Arhar Dal(Tur Dal),Arhar Dal(Tur)
127.51,57.2,89.37,22.48,65.52,6.83,185.43,Turmeric(raw),Other
126.29,64.84,68.13,18.73,72.17,7.18,63.82,Cabbage,Cabbage
118.01,53.87,114.37,18.57,73.82,7.36,143.91,Orange,Orange
93.66,47.61,43.1,22.17,71.33,6.09,79.1,Brinjal,Brinjal
73.19,22.74,67.13,15.54,67.86,6.25,114.92,Apple,Apple
88.28,33.06,41.31,30.52,77.89,6.7,61.95,Bhindi(Ladies Finger),Bhindi
24.05,40.02,35.02,24.21,55.2,6.14,63.54,Groundnut,Local
143.22,55.04,98.04,25.67,75.89,6.89,118.37,Orange,Orange
115.17,75.01,67.88,23.65,66.39,7.23,61.8,Tomato,Tomato
113.1,46.68,45.66,24.88,79.04,6.86,181.16,Rice,Common
29.81,63.45,46.18,22.04,61.63,7.12,106.86,Soyabean,Local
179.64,134.24,173.55,31.82,73.09,6.43,130.49,Papaya,Papaya
92.47,48.1,41.61,28.04,77.77,6.25,87.44,Bhindi(Ladies Finger),Bhindi
88.33,59.89,45.91,20.77,58.58,7.05,97.36,Pumpkin,Pumpkin
23.23,46.78,28.79,20.79,49.41,6.14,79.07,Bengal Gram(Gram)(Whole),Desi (Whole)
31.14,42.27,40.67,23.65,61.89,7.12,82.92,Groundnut,Local
80.93,30.37,32.82,23.81,62.97,7.89,59.6,Mustard,Mustard
119.2,56.88,45.04,18.53,65.2,7.32,93.64,Wheat,Local
23.31,57.99,48.72,23.66,58.06,6.11,75.4,Soyabean,Local
130.06,59.58,107.35,27.09,78.55,6.44,144.07,Orange,Orange
92.91,31.67,38.42,25.4,82.07,5.5,154.63,Paddy(Basmati),Basmati
128.28,74.73,71.63,21.33,83.91,7.42,78.55,Tomato,Tomato
184.57,68.09,288.99,32.72,78.16,6.79,182.42,Banana,Other
67.81,49.45,94.47,27.33,66.26,6.2,91.28,Grapes,Other
101.6,49.3,57.53,24.41,55.14,7.36,80.17,Onion,Local
98.61,40.39,52.59,26.32,85.62,6.08,173.22,Rice,Common
151.19,86.99,95.89,18.13,60.98,6.05,66.96,Potato,Potato
26.74,41.43,48.68,25.47,50.42,7.45,54.55,Groundnut,Local
91.06,51.62,58.21,31.93,71.24,6.89,227.57,Rice,Common
116.08,52.5,52.46,20.0,71.48,6.75,105.46,Maize,Hybrid/Local
192.23,64.54,214.51,26.48,79.6,6.99,234.69,Banana,Other
197.3,71.65,91.4,22.32,71.53,7.15,218.55,Sugarcane,Other
119.26,66.35,56.35,19.15,63.18,6.05,77.01,Cauliflower,Cauliflower
106.76,50.91,64.63,26.41,58.03,6.48,111.81,Maize,Hybrid/Local
104.36,53.21,55.33,23.0,63.48,6.17,59.55,Onion,Local
141.11,59.92,87.19,24.2,65.26,5.68,138.9,Turmeric(raw),Other
54.3,26.49,84.89,20.21,78.36,6.24,118.69,Apple,Apple
108.55,59.05,52.96,21.97,75.76,6.08,90.03,Cauliflower,Cauliflower
84.22,46.48,108.68,28.78,68.34,5.7,114.65,Mango(Raw-Ripe),Other
204.92,54.37,202.6,30.68,77.05,6.29,160.23,Banana,Other
104.44,41.7,88.54,26.2,62.61,7.17,126.03,Turmeric(raw),Other
133.54,51.61,67.7,18.64,69.84,6.17,58.5,Cabbage,Cabbage
84.76,58.17,59.9,12.6,57.37,7.33,62.14,Garlic,Garlic
35.79,53.14,20.96,20.8,53.85,6.38,96.46,Arhar Dal(Tur Dal),Arhar Dal(Tur)
169.43,75.14,86.02,33.38,71.6,6.59,170.72,Sugarcane,Other
72.08,46.33,33.07,24.83,80.47,6.27,164.59,Paddy(Basmati),Basmati
67.24,37.03,95.47,16.3,56.82,6.32,59.91,Grapes,Other
92.9,56.37,48.83,24.46,87.39,6.27,274.49,Rice,Common
27.42,44.74,23.16,29.37,61.58,6.53,69.7,Green Gram Dal(Moong Dal),Green Gram Dal
113.93,57.13,118.3,22.28,78.32,6.41,177.42,Turmeric(raw),Other
93.14,46.14,53.95,17.82,54.6,7.26,61.46,Garlic,Garlic
175.93,79.96,101.78,29.12,77.72,7.94,171.25,Sugarcane,Other
32.56,49.49,33.89,24.71,50.61,6.98,73.03,Groundnut,Local
136.87,101.85,107.57,21.96,73.3,5.8,51.82,Potato,Potato
103.98,58.08,57.26,24.25,79.22,6.69,77.41,Brinjal,Brinjal
119.2,66.8,66.63,16.26,63.88,7.32,54.83,Cabbage,Cabbage
78.7,31.54,83.1,18.95,75.59,6.23,106.21,Apple,Apple
90.49,46.59,73.02,29.88,69.77,6.78,50.76,Grapes,Other
35.33,59.89,26.57,18.57,45.67,6.0,66.13,Bengal Gram(Gram)(Whole),Desi (Whole)
107.59,45.6,53.88,19.98,61.25,6.33,99.57,Onion,Local
105.9,59.25,96.97,28.88,74.81,6.55,119.05,Mango(Raw-Ripe),Other
208.12,71.03,90.18,23.91,80.42,6.29,240.27,Sugarcane,Other
62.24,33.14,29.1,29.05,50.44,7.38,30.76,Bajra(Pearl Millet/Cumbu),Hybrid
228.16,145.69,187.25,26.76,63.97,6.93,113.06,Papaya,Papaya
109.08,45.02,50.95,22.13,71.44,5.71,201.21,Rice,Common
170.06,51.58,266.43,25.24,93.44,7.46,161.85,Banana,Other
86.53,40.61,34.26,17.06,68.46,6.61,40.11,Mustard,Mustard
94.33,39.12,30.38,30.53,70.64,7.29,64.28,Bhindi(Ladies Finger),Bhindi
105.27,50.45,45.35,25.44,69.49,6.25,71.67,Cotton,Other
144.45,75.63,77.96,25.88,61.57,6.62,61.63,Tomato,Tomato
161.01,42.29,285.16,34.71,86.72,7.48,175.14,Banana,Other
219.7,118.52,180.75,27.12,67.49,6.69,104.98,Papaya,Papaya
110.19,54.01,48.05,22.94,54.46,6.47,89.32,Onion,Local
30.52,41.5,32.99,18.93,51.65,7.51,30.8,Bengal Gram(Gram)(Whole),Desi (Whole)
146.26,64.22,68.78,25.45,56.38,5.89,66.35,Maize,Hybrid/Local
54.52,39.62,23.84,18.98,60.19,6.82,79.67,Coriander(Leaves),Coriander
105.27,55.11,94.55,23.81,64.56,6.38,142.55,Turmeric(raw),Other
89.37,42.4,40.05,28.47,79.54,7.35,59.47,Bhindi(Ladies Finger),Bhindi
139.79,45.19,47.73,33.19,73.51,7.45,104.59,Cotton,Other
119.46,67.58,67.34,17.29,68.82,6.02,80.36,Cauliflower,Cauliflower
81.89,38.41,93.61,16.42,67.62,7.16,66.64,Grapes,Other
102.35,41.6,42.84,22.5,73.61,6.97,72.66,Brinjal,Brinjal
140.64,96.24,99.31,17.34,78.66,6.11,61.03,Potato,Potato
118.04,47.76,40.7,24.09,66.83,6.8,63.11,Green Chilli,Green Chilly
176.12,96.33,92.04,19.85,68.64,6.47,64.39,Potato,Potato
145.46,68.0,70.63,20.41,78.4,6.3,137.73,Tomato,Tomato
24.17,40.68,39.88,19.1,52.19,6.05,34.43,Bengal Gram(Gram)(Whole),Desi (Whole)
55.02,21.44,27.77,28.37,45.49,7.9,63.84,Bajra(Pearl Millet/Cumbu),Hybrid
134.14,57.64,52.81,20.44,67.24,7.17,66.09,Cabbage,Cabbage
20.97,38.41,28.56,28.96,72.29,6.31,68.39,Green Gram Dal(Moong Dal),Green Gram Dal
162.04,66.25,294.48,29.08,78.86,6.07,248.67,Banana,Other
78.99,38.99,35.8,24.43,50.95,7.83,52.14,Mustard,Mustard
142.85,66.15,62.19,19.49,78.41,6.39,64.24,Cauliflower,Cauliflower
93.12,53.72,114.29,21.54,78.03,5.6,132.58,Ginger(Green),Green Ginger
53.19,21.53,105.37,34.72,73.49,7.15,222.44,Coconut,Coconut
76.99,48.15,40.26,24.8,55.58,7.18,98.8,Garlic,Garlic
146.83,76.02,60.33,24.94,82.91,6.83,76.5,Tomato,Tomato
34.45,51.18,42.31,22.81,61.62,7.03,62.96,Soyabean,Local
87.34,31.28,92.58,24.36,61.82,6.34,98.15,Grapes,Other
23.14,58.72,49.12,27.14,51.74,6.72,60.44,Groundnut,Local
147.7,58.15,55.21,27.83,67.92,6.95,70.8,Maize,Hybrid/Local
167.03,105.84,112.69,18.29,67.72,6.13,54.99,Potato,Potato
68.82,41.75,47.67,24.23,53.53,7.24,73.42,Garlic,Garlic
