previous_crop,soil_pH,soil_type,temperature,humidity,rainfall,season,recommended_next_crop
Gram,7.14,loamy,33.08,63.58,179.6,Kharif,Rice
Turmeric,6.71,loamy,23.84,69.03,41.61,Rabi,Mustard
Mustard,6.54,sandy,26.51,77.95,170.72,Kharif,Cotton
Turmeric,7.06,loamy,18.11,69.03,75.99,Rabi,Gram
Turmeric,5.82,silt_clay,24.22,84.96,50.03,Rabi,Mustard
Bhindi,7.36,sandy,16.64,51.91,53.19,Rabi,Gram
Garlic,6.86,silt_clay,31.68,62.65,92.69,Kharif,Maize
Gram,7.54,loamy,27.79,62.21,192.32,Kharif,Cotton
Mustard,7.37,sandy_loam,30.21,66.42,107.1,Kharif,Maize
Coconut,6.1,clay,29.31,84.25,161.67,Kharif,Maize
Potato,5.51,sandy_loam,23.88,81.08,180.84,Kharif,Rice
Mustard,7.86,silt_clay,34.84,60.23,129.48,Kharif,Maize
Green Chilli,6.11,silt_clay,20.01,84.36,73.24,Rabi,Wheat
Mustard,7.92,silt_clay,31.22,71.24,184.95,Kharif,Cotton
Mango,6.31,sandy,22.4,58.91,67.94,Rabi,Gram
Coconut,6.15,clay,24.59,62.73,237.32,Kharif,Rice
Papaya,6.67,sandy_loam,21.82,54.74,45.72,Rabi,Mustard
Groundnut,6.39,clay,15.56,73.55,73.72,Rabi,Gram
Garlic,7.18,clay,29.75,71.01,94.26,Kharif,Cotton
Garlic,7.15,sandy,28.82,78.35,95.07,Kharif,Maize
Banana,7.34,loamy,16.06,84.36,69.24,Rabi,Gram
Ginger,5.91,clay,24.69,82.15,55.23,Rabi,Mustard
Turmeric,5.83,loamy,18.29,77.59,75.66,Rabi,Mustard
Banana,7.24,sandy_loam,19.89,68.79,73.31,Rabi,Mustard
Sugarcane,6.22,sandy,15.54,56.65,41.56,Rabi,Mustard
Rice,5.8,loamy,27.07,77.25,121.47,Rabi,Groundnut
Gram,6.74,loamy,28.84,79.28,165.08,Kharif,Cotton
Papaya,6.83,sandy_loam,16.53,51.15,49.87,Rabi,Mustard
Sugarcane,7.76,loamy,16.38,50.03,76.13,Rabi,Gram
Coconut,6.39,sandy,26.66,66.07,249.53,Kharif,Rice
Papaya,6.55,clay,21.08,70.16,55.87,Rabi,Mustard
Green Chilli,6.59,silt_clay,15.08,64.81,45.49,Rabi,Wheat
Cotton,7.36,sandy,21.84,68.61,41.31,Rabi,Gram
Onion,6.6,clay,26.07,81.71,62.48,Kharif,Maize
Bhindi,6.07,sandy,19.11,59.79,64.39,Rabi,Mustard
Wheat,6.51,sandy_loam,28.79,71.19,85.67,Kharif,Gram
Rice,5.71,loamy,25.34,67.38,158.44,Rabi,Wheat
Coriander,6.53,sandy,27.62,72.32,117.27,Kharif,Cotton
Bhindi,6.81,loamy,19.31,67.56,76.05,Rabi,Gram
Wheat,7.29,sandy,26.58,74.36,129.33,Kharif,Groundnut
Turmeric,7.27,loamy,15.96,82.91,65.84,Rabi,Gram
Brinjal,6.36,clay,22.43,78.55,67.44,Rabi,Mustard
Banana,6.92,sandy_loam,15.26,65.77,70.34,Rabi,Mustard
Coriander,7.07,clay,29.63,57.74,104.32,Kharif,Maize
Wheat,7.23,silt_clay,34.06,59.69,148.35,Kharif,Cotton
Gram,7.88,silt_clay,25.81,84.75,178.36,Kharif,Cotton
Ginger,6.37,silt_clay,15.7,70.29,45.8,Rabi,Mustard
Onion,6.39,silt_clay,30.46,74.74,107.42,Kharif,Cotton
Maize,5.92,sandy,24.43,76.14,83.23,Rabi,Wheat
Potato,6.6,sandy_loam,26.55,62.47,194.71,Kharif,Maize
Gram,7.81,silt_clay,31.6,66.48,119.89,Kharif,Cotton
Onion,6.75,loamy,25.79,76.7,95.07,Kharif,Maize
Sugarcane,6.47,clay,21.3,80.22,45.29,Rabi,Gram
Garlic,6.13,sandy,27.1,77.44,101.15,Kharif,Cotton
Brinjal,6.52,sandy_loam,21.08,53.59,74.09,Rabi,Mustard
Brinjal,6.49,sandy_loam,21.05,74.69,67.21,Rabi,Mustard
Groundnut,7.06,silt_clay,15.4,57.04,47.15,Rabi,Wheat
Coconut,7.41,sandy_loam,23.33,81.21,189.21,Kharif,Rice
Papaya,7.24,sandy_loam,20.71,84.51,63.58,Rabi,Mustard
Ginger,6.21,loamy,21.07,68.56,60.83,Rabi,Wheat
Rice,5.69,sandy_loam,25.58,80.89,128.31,Rabi,Wheat
Ginger,6.17,clay,15.02,61.92,72.53,Rabi,Mustard
Turmeric,6.28,silt_clay,17.18,59.63,66.92,Rabi,Mustard
Green Chilli,6.48,loamy,22.57,53.62,49.25,Rabi,Gram
Ginger,5.81,clay,21.33,69.33,63.43,Rabi,Wheat
Potato,5.7,loamy,27.47,51.87,139.86,Kharif,Maize
Turmeric,6.41,clay,21.31,72.7,63.35,Rabi,Mustard
Sugarcane,7.87,clay,20.14,79.99,58.68,Rabi,Gram
Groundnut,6.2,sandy_loam,17.68,74.43,40.06,Rabi,Gram
Mustard,7.71,loamy,25.99,53.18,126.27,Kharif,Cotton
Coconut,6.63,sandy_loam,29.45,75.47,190.96,Kharif,Maize
Green Chilli,7.1,silt_clay,21.74,70.61,63.05,Rabi,Wheat
Brinjal,7.36,sandy_loam,19.49,84.27,78.39,Rabi,Wheat
Garlic,6.43,loamy,29.94,64.58,67.98,Kharif,Cotton
Bhindi,6.28,loamy,24.51,72.3,71.51,Rabi,Gram
Onion,6.61,sandy,29.98,66.02,91.13,Kharif,Cotton
Papaya,6.29,clay,21.73,51.55,48.84,Rabi,Mustard
Cotton,6.75,clay,24.39,81.29,53.5,Rabi,Mustard
Garlic,6.13,loamy,33.78,84.07,78.15,Kharif,Cotton
Banana,6.61,loamy,17.45,75.02,60.86,Rabi,Gram
Mango,7.38,sandy_loam,17.11,62.96,72.35,Rabi,Gram
Cotton,6.86,sandy_loam,22.68,67.52,57.35,Rabi,Mustard
Papaya,7.26,sandy,19.01,68.49,44.91,Rabi,Gram
Papaya,6.54,loamy,21.07,65.85,71.12,Rabi,Gram
Maize,6.94,clay,16.11,65.65,67.62,Rabi,Mustard
Banana,7.26,sandy_loam,17.14,70.85,43.74,Rabi,Gram
Groundnut,6.1,sandy_loam,21.16,74.18,56.17,Rabi,Gram
Tomato,6.77,loamy,21.53,52.15,76.28,Rabi,Garlic
Papaya,6.21,sandy,18.08,60.0,52.18,Rabi,Gram
Sugarcane,6.42,sandy,20.47,66.63,76.9,Rabi,Mustard
Mango,7.05,sandy,18.31,84.87,54.23,Rabi,Gram
Cotton,6.82,loamy,23.04,81.56,48.14,Rabi,Wheat
Rice,5.74,loamy,23.56,81.3,119.31,Rabi,Gram
Maize,6.17,silt_clay,20.41,53.38,54.51,Rabi,Mustard
Banana,6.37,loamy,20.99,65.54,63.88,Rabi,Gram
Tomato,7.25,clay,23.89,79.58,76.27,Rabi,Garlic
Banana,7.45,sandy,20.58,69.8,51.9,Rabi,Mustard
Green Chilli,6.7,loamy,20.73,84.21,49.48,Rabi,Gram
Coriander,7.47,silt_clay,34.12,54.98,72.68,Kharif,Maize
Rice,6.15,silt_clay,29.93,52.58,183.08,Rabi,Groundnut
Garlic,7.15,loamy,30.58,77.54,112.02,Kharif,Maize
Turmeric,5.99,silt_clay,24.7,84.56,65.69,Rabi,Mustard
Potato,6.58,sandy_loam,28.93,82.91,155.45,Kharif,Rice
Cotton,7.01,sandy_loam,24.77,77.78,66.38,Rabi,Gram
Bhindi,6.07,sandy_loam,24.98,56.35,44.82,Rabi,Gram
Mango,6.17,clay,17.42,59.72,75.93,Rabi,Wheat
Ginger,6.26,clay,15.28,64.29,63.31,Rabi,Mustard
Mango,6.09,sandy,21.74,79.72,45.54,Rabi,Gram
Tomato,6.9,sandy,22.34,51.08,80.87,Rabi,Wheat
Rice,7.34,sandy_loam,20.45,61.39,158.3,Rabi,Gram
Bhindi,6.89,sandy_loam,17.53,84.15,74.5,Rabi,Gram
Wheat,7.07,clay,32.65,78.45,121.81,Kharif,Groundnut
Coriander,7.5,clay,26.15,66.99,66.57,Kharif,Cotton
Mustard,6.19,loamy,30.75,68.02,151.33,Kharif,Rice
Ginger,6.33,silt_clay,20.48,74.89,74.42,Rabi,Mustard
Mustard,7.02,loamy,32.48,57.29,120.52,Kharif,Cotton
Groundnut,6.21,loamy,23.1,53.07,65.35,Rabi,Wheat
Coconut,6.19,sandy,26.19,72.98,166.56,Kharif,Maize
Ginger,5.93,loamy,21.78,53.6,58.97,Rabi,Wheat
Coriander,6.42,clay,29.35,65.79,84.02,Kharif,Cotton
Coriander,7.27,sandy_loam,34.87,74.4,105.06,Kharif,Cotton
Papaya,6.54,sandy_loam,22.02,51.58,55.42,Rabi,Mustard
Green Chilli,6.74,sandy,20.38,55.11,62.12,Rabi,Gram
Turmeric,6.74,sandy,19.51,70.99,61.01,Rabi,Gram
Groundnut,6.0,clay,19.48,84.32,54.01,Rabi,Wheat
Bhindi,6.55,loamy,24.74,50.6,77.91,Rabi,Mustard
Coconut,5.9,loamy,30.96,59.9,169.04,Kharif,Rice
Green Chilli,6.73,sandy_loam,23.42,77.62,53.21,Rabi,Wheat
Turmeric,5.86,loamy,18.55,82.14,79.86,Rabi,Gram
Tomato,6.87,silt_clay,23.12,75.96,86.85,Rabi,Wheat
Sugarcane,7.72,silt_clay,21.75,58.37,70.32,Rabi,Gram
Papaya,6.78,sandy,18.89,79.78,65.47,Rabi,Mustard
Brinjal,6.26,sandy,20.94,81.04,66.83,Rabi,Wheat
Sugarcane,7.52,loamy,23.21,69.06,43.11,Rabi,Mustard
Maize,5.98,clay,21.34,84.98,46.29,Rabi,Gram
Brinjal,6.59,sandy,16.45,66.23,70.99,Rabi,Mustard
Tomato,6.51,clay,16.34,83.03,90.21,Rabi,Wheat
Wheat,6.51,sandy,34.3,58.86,128.12,Kharif,Gram
Garlic,6.03,clay,26.92,67.09,84.07,Kharif,Cotton
Banana,6.41,sandy_loam,20.54,72.12,57.56,Rabi,Mustard
Maize,6.04,sandy,23.47,61.03,56.57,Rabi,Mustard
Gram,6.24,sandy,31.95,78.89,105.6,Kharif,Rice
Mustard,7.91,clay,25.69,66.92,122.01,Kharif,Rice
Garlic,6.25,loamy,31.7,66.45,83.02,Kharif,Maize
Tomato,6.72,loamy,16.01,71.34,59.82,Rabi,Onion
Bhindi,6.27,clay,20.1,80.21,56.67,Rabi,Mustard
Coconut,7.01,loamy,23.2,59.63,230.82,Kharif,Maize
Garlic,6.24,silt_clay,26.89,74.12,63.95,Kharif,Maize
Ginger,5.51,silt_clay,20.95,68.02,46.26,Rabi,Wheat
Mango,7.39,clay,19.68,72.57,62.23,Rabi,Gram
Mango,6.17,sandy_loam,24.8,74.64,70.14,Rabi,Wheat
Turmeric,6.08,silt_clay,23.57,64.31,40.89,Rabi,Mustard
Coriander,7.05,sandy,27.45,76.98,108.26,Kharif,Maize
Ginger,5.93,sandy,24.13,75.88,54.6,Rabi,Wheat
Tomato,7.08,loamy,17.52,55.48,97.65,Rabi,Onion
Bhindi,6.29,sandy,18.28,78.71,47.36,Rabi,Gram
Tomato,6.78,silt_clay,17.28,67.16,67.91,Rabi,Wheat
Potato,6.46,sandy,30.61,83.36,142.34,Kharif,Maize
Wheat,7.76,sandy,27.04,69.43,123.31,Kharif,Groundnut
Coriander,7.02,silt_clay,32.39,66.2,95.85,Kharif,Maize
Mango,6.3,sandy_loam,22.24,81.84,41.0,Rabi,Gram
Gram,7.76,silt_clay,28.03,66.37,127.28,Kharif,Cotton
Tomato,6.38,clay,20.56,64.4,97.39,Rabi,Garlic
Maize,6.17,silt_clay,20.42,55.24,62.84,Rabi,Wheat
Brinjal,7.43,loamy,16.94,76.25,51.02,Rabi,Mustard
Bhindi,6.63,silt_clay,16.74,62.35,55.02,Rabi,Mustard
Bhindi,6.56,clay,17.26,72.97,46.57,Rabi,Mustard
Brinjal,6.88,sandy_loam,21.7,56.13,58.95,Rabi,Mustard
Garlic,6.48,silt_clay,25.45,70.62,103.32,Kharif,Maize
Gram,6.42,loamy,30.23,54.09,112.91,Kharif,Cotton
Maize,6.7,sandy_loam,20.8,69.59,46.32,Rabi,Mustard
Banana,7.42,silt_clay,15.88,57.07,46.19,Rabi,Gram
Sugarcane,7.03,sandy_loam,24.06,76.02,61.31,Rabi,Mustard
Tomato,6.34,loamy,19.41,72.2,88.72,Rabi,Wheat
Potato,6.31,sandy_loam,26.03,62.02,140.09,Kharif,Rice
Mustard,7.03,sandy_loam,33.37,61.3,188.9,Kharif,Maize
Banana,6.87,loamy,22.18,61.08,71.28,Rabi,Mustard
Mustard,7.05,sandy,25.07,64.79,171.81,Kharif,Cotton
Turmeric,6.77,sandy_loam,17.04,77.88,50.88,Rabi,Gram
Mango,7.39,silt_clay,15.77,83.64,49.83,Rabi,Wheat
Green Chilli,6.45,silt_clay,17.84,54.34,76.87,Rabi,Gram
Coriander,6.41,silt_clay,34.38,64.97,103.41,Kharif,Maize
Sugarcane,7.62,clay,21.8,69.96,64.41,Rabi,Mustard
Papaya,6.46,loamy,24.0,50.14,54.57,Rabi,Gram
Tomato,7.16,loamy,20.99,60.24,84.19,Rabi,Wheat
Rice,7.17,loamy,28.7,68.16,188.69,Rabi,Wheat
Banana,6.06,sandy,22.41,50.87,76.12,Rabi,Mustard
Turmeric,6.64,sandy,24.71,84.86,49.63,Rabi,Gram
Brinjal,6.74,sandy,19.31,83.4,48.23,Rabi,Mustard
Garlic,7.11,silt_clay,29.44,73.09,117.58,Kharif,Maize
Garlic,6.11,clay,27.43,58.7,82.72,Kharif,Maize
Maize,7.23,sandy,22.39,57.51,79.9,Rabi,Gram
Groundnut,6.76,clay,19.42,67.17,73.95,Rabi,Wheat
Cotton,7.36,sandy,18.0,70.86,57.35,Rabi,Gram
Gram,6.42,sandy,34.6,73.67,190.78,Kharif,Rice
Mango,6.79,sandy,18.24,53.07,64.66,Rabi,Gram
Sugarcane,6.95,silt_clay,23.6,55.91,74.16,Rabi,Gram
Ginger,5.69,sandy,16.41,70.12,64.14,Rabi,Wheat
Mango,6.96,sandy_loam,20.16,55.52,55.94,Rabi,Wheat
Maize,6.68,silt_clay,24.17,75.22,64.09,Rabi,Wheat
Coconut,6.71,clay,23.84,73.6,218.62,Kharif,Rice
Maize,5.83,clay,23.39,50.4,82.22,Rabi,Gram
Mustard,6.75,silt_clay,30.4,52.71,101.8,Kharif,Cotton
Coconut,6.86,sandy_loam,28.6,82.78,168.78,Kharif,Maize
Mustard,6.17,clay,30.18,52.55,162.68,Kharif,Rice
Garlic,7.45,sandy,32.83,56.33,108.01,Kharif,Cotton
Ginger,6.29,silt_clay,19.33,65.57,79.55,Rabi,Mustard
Maize,7.01,silt_clay,17.47,66.94,84.85,Rabi,Wheat
Cotton,7.57,sandy,21.99,62.89,57.29,Rabi,Gram
Turmeric,6.12,sandy,18.01,69.91,64.73,Rabi,Mustard
Tomato,6.59,sandy_loam,22.27,53.76,60.3,Rabi,Onion
Mustard,7.57,loamy,32.16,71.26,108.86,Kharif,Cotton
Onion,6.83,sandy_loam,34.98,67.27,70.7,Kharif,Cotton
Papaya,6.69,sandy_loam,23.45,78.47,66.31,Rabi,Mustard
Mustard,7.19,loamy,29.99,53.85,138.95,Kharif,Maize
Garlic,6.84,silt_clay,27.02,69.0,98.21,Kharif,Maize
Coriander,6.03,sandy,34.03,67.48,86.82,Kharif,Maize
Rice,7.25,silt_clay,20.03,80.39,112.68,Rabi,Mustard
Papaya,6.28,silt_clay,21.91,59.06,76.07,Rabi,Mustard
Cotton,7.56,clay,18.06,51.41,63.53,Rabi,Gram
Coriander,6.75,sandy,26.82,65.08,105.49,Kharif,Cotton
Onion,6.29,sandy,34.49,61.74,79.51,Kharif,Maize
Mustard,7.04,sandy,27.72,78.56,137.83,Kharif,Maize
Coconut,6.11,silt_clay,30.77,63.01,207.26,Kharif,Rice
Onion,7.12,sandy_loam,28.14,79.35,85.71,Kharif,Maize
Sugarcane,7.78,clay,19.6,73.65,64.74,Rabi,Gram
Rice,5.56,sandy,24.47,68.64,136.37,Rabi,Wheat
Cotton,6.25,clay,15.3,81.41,64.91,Rabi,Mustard
Coriander,7.05,clay,34.38,72.87,118.23,Kharif,Maize
Turmeric,6.01,loamy,16.27,54.04,46.37,Rabi,Mustard
Mustard,7.18,silt_clay,32.26,82.12,190.83,Kharif,Rice
Cotton,7.33,loamy,23.98,81.08,53.01,Rabi,Gram
Sugarcane,6.11,sandy_loam,19.53,59.75,78.35,Rabi,Gram
Sugarcane,6.9,loamy,20.95,64.53,56.89,Rabi,Mustard
Rice,6.72,sandy,20.47,84.08,134.92,Rabi,Gram
Banana,6.44,sandy,22.46,82.47,65.87,Rabi,Mustard
Banana,6.66,sandy_loam,18.74,71.72,70.5,Rabi,Gram
Green Chilli,7.33,sandy_loam,17.44,53.35,57.63,Rabi,Wheat
Bhindi,6.07,loamy,23.1,84.45,72.96,Rabi,Gram
Ginger,6.39,sandy,22.64,52.46,59.33,Rabi,Wheat
Tomato,6.95,clay,18.29,68.79,95.54,Rabi,Onion
Mustard,7.3,sandy,25.53,71.9,105.45,Kharif,Cotton
Mango,6.24,loamy,19.17,77.86,61.71,Rabi,Wheat
Maize,5.93,sandy_loam,17.97,53.22,75.94,Rabi,Wheat
Coconut,6.0,silt_clay,31.84,70.95,237.75,Kharif,Maize
Coconut,5.66,sandy_loam,23.64,53.02,223.82,Kharif,Rice
Sugarcane,6.77,sandy,22.82,76.81,67.67,Rabi,Gram
Onion,6.38,sandy,27.14,52.6,113.49,Kharif,Cotton
Green Chilli,7.29,loamy,17.1,64.61,74.5,Rabi,Wheat
Mustard,7.88,sandy,34.28,52.3,154.94,Kharif,Maize
Sugarcane,7.95,sandy_loam,17.39,72.01,65.62,Rabi,Mustard
Green Chilli,6.06,sandy,15.62,79.83,79.72,Rabi,Gram
Ginger,6.06,sandy,21.62,83.37,49.91,Rabi,Wheat
Brinjal,6.64,clay,17.28,84.56,62.4,Rabi,Mustard
Turmeric,7.35,sandy_loam,17.57,67.98,69.92,Rabi,Gram
Garlic,6.92,sandy,33.8,54.61,67.33,Kharif,Cotton
Maize,6.77,clay,19.59,82.18,50.57,Rabi,Gram
Bhindi,6.56,loamy,24.25,78.58,52.02,Rabi,Gram
Onion,7.08,loamy,27.2,80.18,104.56,Kharif,Cotton
Maize,7.27,silt_clay,17.25,65.1,83.15,Rabi,Wheat
Garlic,6.46,sandy_loam,29.88,62.82,98.73,Kharif,Cotton
Banana,7.45,loamy,19.71,69.19,43.72,Rabi,Mustard
Cotton,6.96,clay,17.78,77.0,66.08,Rabi,Mustard
Turmeric,6.61,sandy_loam,17.67,58.17,44.18,Rabi,Mustard
Groundnut,7.08,silt_clay,23.94,82.2,42.21,Rabi,Gram
Bhindi,6.31,sandy,24.72,62.56,56.21,Rabi,Gram
Rice,6.26,silt_clay,23.35,78.1,100.69,Rabi,Wheat
Banana,7.17,clay,16.59,63.93,49.2,Rabi,Mustard
Tomato,6.44,silt_clay,23.59,57.99,61.01,Rabi,Wheat
Garlic,7.37,silt_clay,27.05,57.28,69.1,Kharif,Cotton
Coriander,6.03,sandy_loam,31.62,81.67,70.73,Kharif,Cotton
Ginger,5.94,loamy,21.01,54.7,55.65,Rabi,Mustard
Green Chilli,6.61,clay,17.45,76.31,40.7,Rabi,Wheat
Onion,6.81,loamy,28.76,72.4,89.69,Kharif,Cotton
Maize,7.13,silt_clay,16.01,59.72,56.58,Rabi,Gram
Onion,6.99,sandy,28.55,78.72,62.68,Kharif,Cotton
Potato,6.16,silt_clay,31.05,69.6,145.04,Kharif,Maize
Rice,7.49,sandy,25.76,82.11,100.8,Rabi,Gram
Mango,7.05,silt_clay,22.32,78.41,71.33,Rabi,Gram
Mango,6.95,sandy,24.57,66.05,48.33,Rabi,Gram
Coriander,6.73,clay,29.16,52.52,85.37,Kharif,Cotton
Garlic,7.32,loamy,33.61,61.53,82.09,Kharif,Maize
Sugarcane,6.85,sandy_loam,20.5,64.6,75.11,Rabi,Mustard
Brinjal,6.29,loamy,24.86,80.88,78.26,Rabi,Mustard
Rice,6.0,loamy,26.47,74.26,107.74,Rabi,Gram
Mustard,7.34,clay,27.02,53.85,138.34,Kharif,Cotton
Cotton,6.59,clay,22.57,51.95,40.28,Rabi,Gram
Coriander,6.22,clay,28.37,83.74,61.32,Kharif,Cotton
Cotton,6.78,clay,18.36,76.23,62.88,Rabi,Mustard
Wheat,6.55,sandy_loam,25.86,81.3,69.19,Kharif,Gram
Papaya,6.51,silt_clay,24.04,52.86,66.74,Rabi,Mustard
Coriander,6.34,sandy_loam,30.15,75.97,100.98,Kharif,Maize
Mustard,6.42,sandy,32.59,67.52,191.18,Kharif,Cotton
Bhindi,7.39,clay,17.5,57.22,45.44,Rabi,Mustard
Coriander,7.38,loamy,27.68,54.64,91.99,Kharif,Cotton
Mustard,6.04,silt_clay,25.39,65.94,189.1,Kharif,Cotton
Bhindi,6.07,clay,19.67,82.47,50.29,Rabi,Mustard
Brinjal,6.25,sandy,22.87,66.16,79.96,Rabi,Wheat
Gram,6.8,sandy,28.52,69.02,107.27,Kharif,Rice
Rice,5.69,silt_clay,27.3,72.31,233.08,Rabi,Wheat
Banana,6.43,silt_clay,23.52,51.94,45.95,Rabi,Gram
Sugarcane,7.9,clay,18.83,79.37,45.81,Rabi,Gram
Banana,6.56,sandy,19.02,83.85,64.45,Rabi,Mustard
Sugarcane,6.25,sandy_loam,23.02,55.62,61.49,Rabi,Mustard
Wheat,7.54,loamy,30.82,62.11,112.09,Kharif,Groundnut
Mango,7.21,silt_clay,19.28,59.23,70.44,Rabi,Wheat
Bhindi,6.21,sandy_loam,19.6,56.53,65.45,Rabi,Mustard
Maize,7.43,clay,24.52,57.94,92.76,Rabi,Mustard
Papaya,6.99,silt_clay,15.12,68.09,43.98,Rabi,Mustard
Tomato,6.18,sandy_loam,17.89,53.02,96.83,Rabi,Onion
Mustard,6.02,clay,33.7,81.18,144.9,Kharif,Cotton
Papaya,7.19,clay,15.01,76.8,69.59,Rabi,Mustard
Sugarcane,7.26,silt_clay,17.9,57.05,50.61,Rabi,Gram
Green Chilli,7.23,silt_clay,17.18,68.98,54.84,Rabi,Wheat
Coriander,6.94,sandy_loam,28.23,66.75,90.74,Kharif,Cotton
Gram,6.52,loamy,32.13,62.82,105.29,Kharif,Rice
Groundnut,7.04,sandy,17.07,63.22,52.67,Rabi,Gram
Ginger,6.25,clay,16.51,53.69,73.01,Rabi,Mustard
Gram,6.31,silt_clay,34.47,58.42,123.99,Kharif,Cotton
Rice,5.87,loamy,23.1,63.91,164.02,Rabi,Groundnut
Turmeric,6.08,sandy_loam,17.35,65.25,79.02,Rabi,Gram
Sugarcane,6.33,silt_clay,18.17,57.71,60.61,Rabi,Gram
Coconut,6.11,sandy_loam,25.33,65.4,211.55,Kharif,Rice
Mango,7.15,sandy,15.01,59.88,63.36,Rabi,Wheat
Garlic,6.2,loamy,33.43,50.37,111.7,Kharif,Maize
Coconut,5.95,clay,27.45,65.27,191.55,Kharif,Maize
Garlic,6.38,sandy_loam,26.39,54.03,78.0,Kharif,Cotton
Brinjal,6.44,silt_clay,24.95,54.02,69.04,Rabi,Mustard
Rice,6.26,clay,28.42,79.34,170.3,Rabi,Mustard
Bhindi,6.58,silt_clay,19.67,67.03,74.53,Rabi,Gram
Banana,6.73,sandy,20.43,75.12,75.22,Rabi,Gram
Wheat,6.35,silt_clay,32.27,75.99,92.55,Kharif,Gram
Ginger,6.44,loamy,16.02,59.87,43.53,Rabi,Mustard
Groundnut,7.34,sandy_loam,15.15,52.83,63.09,Rabi,Wheat
Tomato,7.28,silt_clay,23.76,50.67,86.62,Rabi,Wheat
Ginger,6.47,sandy_loam,21.58,78.55,55.77,Rabi,Mustard
Tomato,7.06,sandy_loam,20.4,66.14,66.29,Rabi,Onion
Banana,6.46,loamy,19.58,72.5,44.12,Rabi,Gram
Mustard,6.18,silt_clay,34.27,66.93,131.56,Kharif,Maize
Brinjal,6.82,loamy,21.34,77.04,52.99,Rabi,Mustard
Tomato,7.25,sandy_loam,20.21,63.71,78.86,Rabi,Onion
Banana,6.99,sandy,21.85,68.69,49.48,Rabi,Mustard
Potato,5.64,sandy_loam,31.24,77.14,157.44,Kharif,Maize
Turmeric,6.34,sandy_loam,15.59,68.53,41.8,Rabi,Mustard
Banana,6.77,loamy,16.43,78.43,74.41,Rabi,Gram
Coconut,5.87,silt_clay,27.04,59.51,210.63,Kharif,Rice
Potato,6.89,silt_clay,24.57,69.74,153.3,Kharif,Maize
Coconut,5.7,sandy,25.72,51.13,194.59,Kharif,Rice
Coriander,6.86,loamy,25.49,61.19,83.7,Kharif,Maize
Cotton,7.17,silt_clay,20.21,62.26,67.1,Rabi,Gram
Wheat,6.79,clay,33.84,65.47,83.09,Kharif,Cotton
Mango,6.37,sandy,24.57,74.18,75.48,Rabi,Wheat
Turmeric,5.9,sandy,22.67,63.33,70.21,Rabi,Mustard
Onion,6.41,clay,29.39,63.77,110.79,Kharif,Cotton
Coriander,7.42,clay,29.34,57.91,80.98,Kharif,Cotton
Brinjal,7.14,silt_clay,16.45,54.22,65.11,Rabi,Mustard
Onion,7.41,clay,33.74,65.13,84.77,Kharif,Maize
Garlic,6.43,sandy_loam,33.88,50.89,84.38,Kharif,Cotton
Maize,6.28,sandy,23.24,75.26,56.29,Rabi,Mustard
Onion,7.27,sandy_loam,26.69,51.06,79.69,Kharif,Cotton
Tomato,7.42,silt_clay,22.25,57.34,94.23,Rabi,Onion
Garlic,6.31,sandy_loam,26.11,51.11,99.41,Kharif,Cotton
Mango,7.2,sandy,15.91,70.4,64.47,Rabi,Wheat
Rice,5.8,sandy_loam,27.22,75.2,196.17,Rabi,Mustard
Onion,6.77,silt_clay,29.23,72.8,75.54,Kharif,Maize
Gram,7.09,sandy,25.76,73.76,117.61,Kharif,Cotton
Garlic,6.13,clay,29.72,76.04,68.4,Kharif,Cotton
Cotton,7.58,sandy_loam,16.68,66.62,42.21,Rabi,Wheat
Tomato,6.8,silt_clay,17.01,60.06,58.09,Rabi,Onion
Bhindi,6.34,silt_clay,23.18,65.95,71.99,Rabi,Mustard
Mango,7.37,sandy_loam,22.94,75.62,43.08,Rabi,Wheat
Mustard,7.78,sandy_loam,29.89,64.26,198.66,Kharif,Rice
Mango,6.72,loamy,16.02,81.58,65.21,Rabi,Wheat
Cotton,7.51,silt_clay,20.0,64.42,74.82,Rabi,Wheat
Papaya,7.47,sandy_loam,17.89,81.16,46.92,Rabi,Mustard
Onion,6.52,sandy_loam,31.02,71.22,81.9,Kharif,Cotton
Rice,7.27,sandy,28.77,64.61,169.29,Rabi,Gram
Garlic,6.88,sandy,32.08,71.77,89.76,Kharif,Cotton
Brinjal,7.29,loamy,21.82,62.23,48.5,Rabi,Mustard
Cotton,7.33,sandy,15.5,81.16,63.08,Rabi,Gram
Coriander,6.15,sandy_loam,30.93,79.52,85.06,Kharif,Cotton
Mango,6.8,sandy_loam,24.22,56.25,51.82,Rabi,Wheat
Wheat,7.71,sandy,27.34,51.47,51.79,Kharif,Maize
Papaya,7.42,silt_clay,21.26,61.83,68.03,Rabi,Mustard
Tomato,6.83,sandy,20.55,53.5,90.25,Rabi,Garlic
Green Chilli,6.79,sandy,18.84,75.84,70.97,Rabi,Wheat
Tomato,6.66,sandy_loam,22.71,71.76,80.07,Rabi,Garlic
Papaya,6.24,silt_clay,20.02,70.56,65.22,Rabi,Mustard
Sugarcane,6.66,loamy,16.82,83.78,57.13,Rabi,Gram
Turmeric,6.37,silt_clay,24.56,64.91,47.47,Rabi,Gram
Potato,6.79,clay,28.79,66.55,189.98,Kharif,Maize
Cotton,6.12,loamy,22.51,76.39,63.12,Rabi,Mustard
Coriander,6.75,loamy,27.97,82.66,117.68,Kharif,Maize
